Okt;Nov;Dec;Jan;Feb;March;Apr;May;June;July;Aug;Sep;Okt-Nov;Okt-Dec;Okt-Jan;Okt-Feb;Mejveg;Veg
820.4963667;581.0674764;502.991253;405.4983556;344.3319635;439.6354223;934.1124798;1727.229928;2721.40105;3572.810756;3030.616082;1468.816536;1401.563843;1904.555096;2310.053452;2654.385415;3094.020837;13454.98683
763.0629142;540.3936689;467.782658;437.2697075;371.3108448;474.0814601;1007.301473;1862.56076;2934.626553;3852.745376;3268.069006;1583.900325;1303.456583;1771.239241;2208.508949;2579.819793;3053.901253;14509.20349
822.8499394;582.7342535;504.4340704;481.6070816;408.9602579;522.1513966;1109.437755;2051.416864;3232.185778;4243.398125;3599.437943;1744.501391;1405.584193;1910.018263;2391.625345;2800.585603;3322.736999;15980.37786
906.2835845;641.8211424;555.5816384;559.4100257;475.1423256;606.5042176;1288.665858;2382.820362;3754.340827;4928.913101;4180.922061;2026.323128;1548.104727;2103.686365;2663.096391;3138.238717;3744.742934;18561.98534
1052.692418;745.5064418;645.3350678;425.2135512;361.0732694;461.0103507;979.5287189;1811.207274;2853.714667;3746.519631;3177.963631;1540.229909;1798.19886;2443.533928;2868.747479;3229.820748;3690.831099;14109.16383
800.1627801;566.6674299;490.5260958;468.2434889;397.6124631;507.6627837;1078.65317;1994.494322;3142.499359;4125.652671;3499.561043;1696.095114;1366.83021;1857.356306;2325.599795;2723.212258;3230.875042;15536.95568
881.136104;624.0119434;540.165406;485.5898006;412.3422135;526.4694027;1118.61241;2068.381351;3258.914803;4278.489515;3629.204013;1758.927796;1505.148047;2045.313453;2530.903254;2943.245468;3469.71487;16112.52989
913.7782269;647.1287746;560.1761007;495.6343805;420.9736354;537.3595902;1141.751265;2111.166479;3326.326495;4366.991436;3704.275255;1795.311779;1560.907001;2121.083102;2616.717483;3037.691118;3575.050708;16445.82271
932.680021;660.5148397;571.763522;695.5004653;590.5894254;754.0514938;1602.165965;2962.500839;4667.67786;6127.994132;5198.035618;2519.276762;1593.194861;2164.958383;2860.458848;3451.048273;4205.099767;23077.65118
1308.786101;926.8694755;802.3289166;497.2081755;422.2080435;539.0658758;1145.376684;2117.870096;3336.888627;4380.858006;3716.037493;1801.012458;2235.655577;3037.984493;3535.192669;3957.400712;4496.466588;16498.04336
